ROTAS;DISTANCIA;FALHAS;ACIDENTES;VELOCIDADE
R2247;930;240;30;80
R2248;1940;280;40;80
R2249;2410;180;10;80
R2250;2200;290;40;100
R2251;3100;210;40;100
R2252;1280;20;30;120
R2253;2850;180;50;120
R2254;3610;50;20;100
R2255;2530;260;10;80
R2256;2210;150;10;80
R2257;2700;10;10;120
R2258;2260;270;20;100
R2259;3320;300;40;80
R2260;3570;80;10;100
R2261;740;240;50;100
R2262;2860;240;30;100
R2263;3380;200;50;100
R2264;1260;270;50;120
R2265;2670;130;30;120
R2266;2360;290;10;100
R2267;3050;280;40;100
R2268;1210;290;10;80
R2269;1750;80;40;100
R2270;560;0;30;120
R2271;3090;0;20;120
R2272;980;220;40;80
R2273;2040;130;40;120
R2274;2850;290;10;80
R2275;1540;160;10;80
R2276;3070;220;20;80
R2277;730;200;10;80
R2278;660;110;20;100
R2279;2940;110;50;80
R2280;1970;240;30;80
R2281;3000;90;30;100
R2282;1410;40;40;100
R2283;1360;180;50;100
R2284;1230;200;20;80
R2285;1930;90;10;80
R2286;2230;70;50;80
R2287;3780;170;50;100
R2288;3730;190;40;80
R2289;3960;150;50;100
R2290;3690;30;20;100
R2291;3160;220;20;120
R2292;1230;200;50;120
R2293;3650;40;10;80
R2294;3440;50;30;120
R2295;780;280;30;80
R2296;700;230;10;120
R2297;3640;0;10;120
R2298;3040;60;40;80
R2299;1370;220;40;100
R2300;2990;200;30;80
R2301;1410;70;40;80
R2302;890;150;30;100
R2303;1800;150;20;100
R2304;2550;170;20;80
R2305;2870;200;40;120
R2306;1850;30;40;120
R2307;1550;190;10;120
R2308;3870;180;20;80
R2309;2470;130;40;100
R2310;1920;40;50;100
R2311;3510;20;40;120
R2312;2840;280;50;100
R2313;870;270;30;100
R2314;2130;60;30;120
R2315;2400;120;40;100
R2316;2480;250;20;80
R2317;2510;40;50;100
R2318;1550;250;40;100
R2319;3930;190;20;120
R2320;2170;20;20;80
R2321;3040;10;50;120
R2322;3530;140;40;100
R2323;3150;280;30;120
R2324;930;40;10;80
R2325;2700;20;20;120
R2326;3230;170;20;120
R2327;3420;140;10;100
R2328;1110;0;10;100
R2329;3610;160;50;80
R2330;710;60;10;80
R2331;3010;50;30;80
R2332;1220;140;10;80
R2333;2560;50;40;100
R2334;3660;120;20;100
R2335;1930;200;20;80
R2336;2680;0;20;80
R2337;3810;160;20;80
R2338;2320;100;40;80
R2339;3980;230;30;80
R2340;1770;150;20;80
R2341;2510;120;20;100
R2342;770;60;20;80
R2343;3410;260;10;100
R2344;1750;250;40;80
R2345;1260;250;30;80
R2346;3150;60;10;120
R2347;640;210;30;120
R2348;2090;230;30;100
R2349;2460;0;10;80
R2350;680;10;20;80
R2351;2410;140;20;80
R2352;2700;180;50;120
R2353;2690;20;10;120
R2354;690;20;50;100
R2355;3730;100;10;100
R2356;3470;0;20;120
R2357;2280;110;20;100
R2358;1810;30;30;100
R2359;660;180;20;80
R2360;2000;230;20;80
R2361;2050;110;20;100
R2362;2270;260;30;120
R2363;2630;50;10;120
R2364;600;200;50;120
R2365;3350;60;20;80
R2366;520;240;40;120
R2367;1930;300;50;100
R2368;1240;40;20;120
R2369;3580;260;50;100
R2370;3650;50;50;120
R2371;3130;260;20;120
R2372;2200;280;50;100
R2373;1500;10;40;100
R2374;3230;260;10;120
R2375;2810;150;20;120
R2376;3250;130;40;100
R2377;3960;110;20;120
R2378;3270;90;40;120
R2379;2820;90;40;100
R2380;940;10;20;100
R2381;3350;180;50;120
R2382;2490;270;20;80
R2383;830;130;30;120
R2384;3060;100;20;120
R2385;3000;80;40;120
R2386;1760;60;40;80
R2387;2590;20;30;120
R2388;840;170;40;100
R2389;830;260;30;100
R2390;3660;110;20;100
R2391;3180;300;20;100
R2392;3200;240;50;120
R2393;890;240;10;80
R2394;1100;0;30;80
R2395;2110;300;50;100
R2396;2070;110;20;120
R2397;3080;270;20;80
R2398;930;300;50;80
R2399;3840;250;20;100
R2400;2460;300;10;80
R2401;1580;90;20;120
R2402;2630;70;30;120
R2403;1810;240;50;80
R2404;3000;210;20;120
R2405;2730;300;10;120
R2406;1260;110;10;100
R2407;1970;110;40;80
R2408;3310;20;20;100
R2409;2080;200;30;80
R2410;1800;210;40;80
R2411;1290;200;20;120
R2412;1520;140;10;120
R2413;1610;110;30;120
R2414;3910;130;50;120
R2415;3920;220;50;80
R2416;880;240;50;100
R2417;2550;150;20;120
R2418;810;140;20;80
R2419;1850;10;40;80
R2420;2230;70;30;80
R2421;1170;20;30;100
R2422;2760;30;50;120
R2423;1560;240;50;100
R2424;500;110;10;80
R2425;1270;230;50;80
R2426;2700;240;40;100
R2427;3180;40;40;80
R2428;3000;140;30;80
R2429;1290;70;10;80
R2430;3740;160;20;100
R2431;1550;270;50;120
R2432;1550;230;20;80
R2433;3950;110;10;100
R2434;620;220;10;100
R2435;1160;150;10;80
R2436;670;210;50;120
R2437;2760;270;20;100
R2438;2420;240;30;100
R2439;1350;210;30;80
R2440;3720;260;10;80
R2441;3120;100;30;80
R2442;960;0;50;100
R2443;3930;180;50;100
R2444;3280;300;50;80
R2445;2590;250;50;80
R2446;3200;300;40;100
R2447;3690;80;20;80
R2448;1620;40;40;120
R2449;870;300;40;100
R2450;3590;100;40;120
R2451;630;230;30;100
R2452;960;80;10;120
R2453;3190;200;50;80
R2454;640;60;40;120
R2455;3090;100;10;100
R2456;1430;60;20;80
R2457;2490;90;20;80
R2458;3450;50;20;100
R2459;3730;230;50;80
R2460;1860;290;10;120
R2461;2310;80;30;120
R2462;2740;80;40;80
R2463;1970;180;50;80
R2464;1180;40;10;100
R2465;2790;270;50;80
R2466;3260;80;20;120
R2467;800;260;20;120
R2468;740;70;50;80
R2469;500;50;40;80
R2470;3530;120;40;120
R2471;3610;180;30;80
R2472;3740;170;30;120
R2473;710;10;50;100
R2474;2550;300;30;100
R2475;2940;40;40;80
R2476;960;200;10;100
R2477;3630;170;20;120
R2478;830;10;30;100
R2479;3380;120;20;80
R2480;660;90;10;80
R2481;3210;140;10;80
R2482;810;70;30;80
R2483;970;120;30;100
R2484;1110;220;10;100
R2485;1960;120;40;120
R2486;3510;130;50;120
R2487;2140;290;50;80
R2488;1190;190;30;120
R2489;600;210;30;120
R2490;1060;40;50;80
R2491;1370;40;30;100
R2492;2210;240;10;120
R2493;2890;130;30;100
R2494;1580;0;20;120
R2495;1840;280;50;120
R2496;1400;100;30;80
R2497;1380;10;10;120
R2498;1020;170;30;100
R2499;2500;20;30;100
R2500;3080;100;30;100
R2501;3910;60;20;100
R2502;1870;240;30;100
R2503;1600;230;40;100
R2504;1130;180;20;80
R2505;2440;170;40;120
R2506;3920;260;10;80
R2507;3310;100;20;120
R2508;3510;200;10;120
R2509;840;240;30;120
R2510;1380;190;10;80
R2511;3950;80;20;100
R2512;1690;210;10;80
R2513;570;10;30;100
R2514;3030;130;30;100
R2515;3510;20;30;120
R2516;1030;130;40;120
R2517;3470;50;30;100
R2518;2130;290;30;120
R2519;1190;100;50;120
R2520;1340;60;40;80
R2521;2850;30;10;120
R2522;2230;140;50;80
R2523;1370;180;40;100
R2524;1210;170;20;80
R2525;930;70;20;80
R2526;1390;130;10;120
R2527;2980;270;10;100
R2528;3640;240;30;100
R2529;3630;140;30;80
R2530;2140;150;30;120
R2531;1720;210;30;80
R2532;3470;50;10;80
R2533;910;30;30;100
R2534;3690;290;40;80
R2535;3380;90;40;80
R2536;3450;70;20;80
R2537;710;200;50;100
R2538;3410;150;30;80
R2539;2020;270;30;120
R2540;3090;70;20;80
R2541;3160;280;10;80
R2542;2340;10;30;80
R2543;2320;230;10;120
R2544;3720;170;30;120
R2545;3310;210;20;100
R2546;3580;20;30;80
R2547;2560;200;30;120
R2548;3770;300;10;120
R2549;820;20;50;80
R2550;1350;130;50;80
R2551;2510;110;10;100
R2552;2220;10;20;80
R2553;3970;200;50;100
R2554;1630;260;10;120
R2555;3720;130;30;100
R2556;820;90;10;80
R2557;2220;210;40;120
R2558;2550;130;20;100
R2559;3800;80;40;120
R2560;3300;30;40;100
R2561;1640;20;40;100
R2562;2360;210;20;120
R2563;3830;0;10;100
R2564;3000;120;50;80
R2565;3710;260;30;80
R2566;1950;150;40;80
R2567;1600;210;10;80
R2568;3750;200;20;100
R2569;2560;280;50;100
R2570;3240;180;20;120
R2571;1730;150;40;100
R2572;3930;280;20;80
R2573;3160;180;40;120
R2574;1050;20;10;80
R2575;2120;190;50;80
R2576;940;190;30;120
R2577;690;210;50;120
R2578;2090;230;50;80
R2579;3920;260;30;80
R2580;2750;30;10;80
R2581;2820;150;10;100
R2582;1220;250;10;120
R2583;1890;240;10;120
R2584;3590;210;40;120
R2585;3320;280;40;100
R2586;2600;220;50;80
R2587;1410;260;10;80
R2588;3380;220;40;100
R2589;2730;20;20;80
R2590;3080;230;20;80
R2591;2610;130;30;80
R2592;2980;40;40;100
R2593;550;140;50;80
R2594;1560;90;10;100
R2595;1350;40;40;100
R2596;1930;30;30;80
R2597;2550;80;50;100
R2598;3070;30;10;100
R2599;3370;30;30;120
R2600;3030;90;30;100
R2601;3720;60;10;120
R2602;1940;260;40;120
R2603;720;250;40;80
R2604;3720;100;50;80
R2605;2870;150;10;120
R2606;3140;290;50;120
R2607;1330;40;30;100
R2608;1460;20;20;100
R2609;3460;130;20;80
R2610;1220;200;40;100
R2611;2530;120;30;120
R2612;2720;260;10;120
R2613;1870;140;20;100
R2614;2480;270;40;80
R2615;2080;120;20;120
R2616;1180;240;40;80
R2617;3580;280;20;80
R2618;1990;170;20;120
R2619;2420;290;30;100
R2620;3000;240;30;100
R2621;730;290;50;120
R2622;920;140;40;100
R2623;3560;270;50;100
R2624;1520;200;10;100
R2625;3850;280;50;100
R2626;2340;210;10;100
R2627;3980;40;30;80
R2628;1700;50;30;120
R2629;930;70;50;120
R2630;3550;40;20;120
R2631;3150;260;30;120
R2632;3560;230;50;80
R2633;1610;100;20;120
R2634;3340;100;50;100
R2635;3290;170;40;80
R2636;2850;200;20;80
R2637;3530;250;40;80
R2638;2030;170;20;100
R2639;1520;50;50;80
R2640;1350;80;30;120
R2641;2420;70;40;80
R2642;3200;200;20;120
R2643;3210;90;40;120
R2644;2960;100;20;120
R2645;2170;80;50;80
R2646;1100;110;10;120
R2647;2970;200;50;80
R2648;1630;100;50;80
R2649;1840;100;40;120
R2650;3410;250;50;100
R2651;2030;10;20;120
R2652;2030;240;30;80
R2653;2480;250;40;120
R2654;1290;240;40;80
R2655;2970;50;50;100
R2656;3520;50;10;100
R2657;730;60;10;100
R2658;570;160;40;100
R2659;2080;190;20;100
R2660;1970;250;10;100
R2661;2910;210;10;100
R2662;3630;230;30;120
R2663;1420;20;50;120
R2664;1390;220;10;80
R2665;2990;40;20;120
R2666;870;100;50;100
R2667;3070;0;40;120
R2668;990;290;10;100
R2669;3250;190;40;100
R2670;520;230;50;100
R2671;1800;20;50;80
R2672;3870;160;40;80
R2673;1430;70;50;120
R2674;3380;160;50;80
R2675;1950;150;10;120
R2676;2290;210;50;80
R2677;1040;80;10;100
R2678;810;50;20;80
R2679;960;240;40;80
R2680;1010;150;10;80
R2681;2410;300;20;120
R2682;3780;120;50;120
R2683;3750;200;20;120
R2684;1020;300;10;120
R2685;2960;40;20;120
R2686;2440;130;20;120
R2687;1900;80;20;100
R2688;2160;110;10;100
R2689;2060;20;40;80
R2690;1600;80;20;80
R2691;2140;70;50;100
R2692;3170;80;20;80
R2693;1240;210;40;120
R2694;2120;300;30;120
R2695;1080;30;10;100
R2696;2620;130;30;80
R2697;1550;230;10;80
R2698;1010;190;10;120
R2699;740;190;30;120
R2700;3770;210;30;100
R2701;1640;290;40;80
R2702;3260;30;20;100
R2703;1970;10;50;80
R2704;3250;300;30;100
R2705;3550;30;10;100
R2706;560;160;50;100
R2707;3200;230;40;100
R2708;3350;200;30;100
R2709;2840;150;20;120
R2710;2710;80;20;100
R2711;2630;10;50;80
R2712;2280;20;40;120
R2713;1410;220;50;100
R2714;1270;220;40;100
R2715;2170;260;40;120
R2716;1260;240;20;100
R2717;3330;170;30;80
R2718;1160;140;20;120
R2719;3980;20;30;80
R2720;1260;200;20;120
R2721;2970;180;30;100
R2722;870;240;50;80
R2723;2720;60;40;120
R2724;2250;270;20;80
R2725;1960;30;50;120
R2726;3180;30;40;100
R2727;1910;70;50;100
R2728;1420;120;30;120
R2729;2130;110;50;100
R2730;750;140;10;80
R2731;3200;110;10;120
R2732;3810;50;30;100
R2733;1240;110;50;80
R2734;3120;190;40;80
R2735;2200;180;10;120
R2736;2760;90;50;80
R2737;3630;190;30;120
R2738;2160;60;30;120
R2739;2870;250;50;80
R2740;1040;210;10;80
R2741;3290;190;20;80
R2742;3640;260;10;80
R2743;1450;190;10;100
R2744;2020;190;40;100
R2745;2430;0;20;120
R2746;2580;60;40;120
R2747;3540;50;40;120
R2748;1760;150;50;120
R2749;1720;80;10;80
R2750;2370;170;20;80
R2751;950;290;20;80
R2752;3710;10;40;100
R2753;3570;280;30;100
R2754;1690;60;20;120
R2755;2020;70;10;100
R2756;2270;190;10;100
R2757;2180;300;20;100
R2758;2730;250;40;120
R2759;2350;160;10;100
R2760;2760;250;40;100
R2761;1690;60;30;120
R2762;3600;210;10;80
R2763;3630;100;20;80
R2764;2990;120;20;80
R2765;2750;170;50;80
R2766;2710;60;40;100
R2767;3900;160;50;120
R2768;2440;270;30;120
R2769;3340;180;30;100
R2770;1990;10;50;80
R2771;3980;50;20;120
R2772;2000;210;10;80
R2773;3750;150;40;100
R2774;3270;240;10;80
R2775;3710;270;30;120
R2776;2630;150;10;120
R2777;1140;220;40;80
R2778;680;0;40;100
R2779;2160;270;30;80
R2780;2890;140;30;100
R2781;1850;250;20;80
R2782;3580;190;20;100
R2783;1130;180;10;120
R2784;1590;280;20;100
R2785;1060;240;30;80
R2786;1700;210;10;120
R2787;2810;40;20;80
R2788;2300;10;10;100
R2789;2060;260;20;100
R2790;1630;240;50;80
R2791;2120;280;40;80
R2792;2790;60;30;100
R2793;2320;170;50;100
R2794;1480;150;10;80
R2795;1040;140;50;80
R2796;3180;190;30;100
R2797;2290;170;20;80
R2798;3060;60;20;120
R2799;1530;120;10;80
R2800;1460;290;10;100
R2801;1690;180;20;80
R2802;2830;180;40;100
R2803;2130;250;50;120
R2804;2150;40;20;80
R2805;3070;50;50;120
R2806;3540;290;40;120
R2807;1400;280;40;120
R2808;1100;170;20;120
R2809;1280;270;20;120
R2810;3750;170;50;120
R2811;3520;110;40;120
R2812;3640;230;10;120
R2813;2510;240;30;80
R2814;3140;10;10;80
R2815;1800;50;30;100
R2816;2330;270;50;120
R2817;2850;50;10;120
R2818;1700;140;20;100
R2819;3320;160;40;80
R2820;3300;120;10;120
R2821;1810;60;10;80
R2822;3340;170;10;100
R2823;990;40;20;100
R2824;2800;130;20;80
R2825;3030;50;50;100
R2826;1750;80;10;120
R2827;2760;30;30;120
R2828;1500;300;40;80
R2829;3520;170;20;80
R2830;2140;50;40;80
R2831;2820;280;50;80
R2832;1260;230;20;120
R2833;1920;40;50;80
R2834;1150;170;30;120
R2835;3400;70;20;120
R2836;840;170;10;120
R2837;3090;80;40;100
R2838;3780;220;50;80
R2839;3910;180;40;100
R2840;2020;190;30;120
R2841;3730;80;30;80
R2842;3760;260;50;80
R2843;2210;130;50;100
R2844;1620;40;30;120
R2845;1700;270;30;100
R2846;3330;280;10;120
R2847;1590;240;20;80
R2848;3150;140;10;100
R2849;2350;80;20;100
R2850;3830;120;20;80
R2851;1100;130;20;120
R2852;1070;210;20;100
R2853;590;290;10;80
R2854;3540;170;10;100
R2855;1810;300;30;80
R2856;2290;210;40;80
R2857;3540;140;20;120
R2858;3120;180;40;80
R2859;3810;130;20;120
R2860;3170;240;50;80
R2861;1310;200;20;80
R2862;2680;280;40;100
R2863;1260;240;50;120
R2864;3770;80;30;80
R2865;1750;150;10;120
R2866;1320;210;20;120
R2867;3270;100;10;80
R2868;3960;210;30;80
R2869;3300;210;30;80
R2870;1660;50;30;100
R2871;3360;100;50;120
R2872;3850;20;10;80
R2873;3610;300;30;80
R2874;3240;120;30;120
R2875;1180;30;50;80
R2876;3720;170;50;100
R2877;1250;210;40;120
R2878;840;150;40;120
R2879;1840;290;10;100
R2880;2520;230;10;100
R2881;2170;0;30;100
R2882;3110;170;20;80
R2883;1960;290;20;80
R2884;690;290;20;80
R2885;3020;130;30;80
R2886;2000;40;30;100
R2887;1420;90;50;100
R2888;2790;230;30;80
R2889;1700;60;10;120
R2890;2900;10;10;80
R2891;1910;80;50;100
R2892;510;290;50;100
R2893;1870;150;50;120
R2894;790;260;30;100
R2895;2040;190;40;80
R2896;2340;130;20;100
R2897;2340;10;30;100
R2898;2710;270;40;80
R2899;2820;160;50;80
R2900;1500;250;10;120
R2901;2110;300;40;80
R2902;1770;110;10;80
R2903;850;290;30;120
R2904;1420;230;50;80
R2905;3900;260;30;100
R2906;3220;300;50;100
R2907;990;150;40;80
R2908;1010;290;40;100
R2909;3760;300;10;80
R2910;940;170;30;120
R2911;2010;200;30;120
R2912;2740;280;30;100
R2913;1890;230;30;120
R2914;1340;270;40;80
R2915;3370;300;30;120
R2916;2570;40;50;100
R2917;3740;0;10;100
R2918;2600;0;30;100
R2919;2010;0;30;100
R2920;2730;60;20;120
R2921;1930;30;40;100
R2922;3770;290;20;120
R2923;510;220;40;80
R2924;740;60;50;120
R2925;3420;110;50;120
R2926;2780;140;40;100
R2927;3380;300;10;100
R2928;3450;120;30;120
R2929;890;260;10;120
R2930;2970;160;40;100
R2931;3140;50;20;80
R2932;2330;190;10;80
R2933;3140;250;20;120
R2934;3760;220;30;120
R2935;720;110;50;80
R2936;1340;60;30;80
R2937;3570;170;20;80
R2938;3650;90;40;120
R2939;1780;70;10;80
R2940;2320;40;30;100
R2941;600;290;10;120
R2942;2210;200;20;100
R2943;3520;200;50;80
R2944;2720;140;30;80
R2945;3010;160;30;80
R2946;3070;150;50;100
R2947;540;40;50;80
R2948;3610;100;20;120
R2949;1040;130;10;80
R2950;960;170;40;80
R2951;2310;240;10;100
R2952;3540;300;50;120
R2953;3220;30;50;80
R2954;2960;210;20;120
R2955;1740;300;40;80
R2956;2090;280;40;120
R2957;3720;100;30;120
R2958;2370;280;10;80
R2959;1780;10;20;80
R2960;1960;280;50;100
R2961;700;100;40;120
R2962;2000;270;30;100
R2963;2210;0;10;80
R2964;1440;110;30;80
R2965;2510;230;50;80
R2966;1710;170;20;120
R2967;1490;50;50;80
R2968;3380;260;10;80
R2969;2580;20;30;100
R2970;1310;40;40;100
R2971;1920;100;20;80
R2972;990;60;30;100
R2973;1560;120;30;100
R2974;2810;280;30;80
R2975;3290;220;10;80
R2976;800;180;50;100
R2977;2190;70;50;100
R2978;1760;180;20;80
R2979;2620;250;10;100
R2980;2890;280;10;100
R2981;3520;70;30;80
R2982;1730;130;40;80
R2983;1950;30;40;100
R2984;2940;230;30;100
R2985;3260;190;30;100
R2986;3160;130;20;120
R2987;2930;180;10;120
R2988;2520;10;20;80
R2989;1210;280;30;100
R2990;3250;190;50;120
R2991;750;290;40;80
R2992;2150;220;10;100
R2993;3000;10;10;120
R2994;1200;100;50;80
R2995;560;290;20;100
R2996;3050;260;30;120
R2997;950;150;10;120
R2998;1900;110;40;120
R2999;3450;180;20;120
R3000;550;160;10;100
R3001;960;130;10;80
R3002;2280;60;30;80
R3003;1470;120;40;100
R3004;900;220;30;100
R3005;1400;50;40;80
R3006;1410;20;20;100
R3007;2750;210;50;120
R3008;2010;280;10;120
R3009;1540;40;40;100
R3010;1700;240;30;80
R3011;1690;160;30;100
R3012;3190;210;30;100
R3013;1620;90;20;120
R3014;3230;240;10;100
R3015;1830;190;50;120
R3016;1720;110;30;120
R3017;3040;220;20;120
R3018;1320;80;30;120
R3019;2990;300;50;100
R3020;1860;270;20;80
R3021;3610;160;50;100
R3022;1640;200;40;120
R3023;770;40;40;120
R3024;3690;250;40;80
R3025;2820;150;40;100
R3026;1420;50;20;80
R3027;1480;300;50;80
R3028;730;180;20;100
R3029;2810;160;10;80
R3030;1300;230;30;120
R3031;1090;50;40;120
R3032;3520;250;20;120
R3033;730;70;10;100
R3034;710;50;30;120
R3035;1500;20;30;120
R3036;3020;170;10;80
R3037;2420;130;40;120
R3038;3250;200;10;100
R3039;1120;90;50;80
R3040;2800;80;10;80
R3041;3380;160;20;100
R3042;3690;240;20;80
R3043;750;40;50;100
R3044;1310;70;30;80
R3045;1300;270;50;80
R3046;2290;300;10;120
R3047;2210;30;50;100
R3048;690;240;20;100
R3049;1150;260;10;100
R3050;720;40;10;80
R3051;2490;200;40;80
R3052;1190;10;20;100
R3053;3120;70;20;100
R3054;1110;80;30;100
R3055;2250;130;50;80
R3056;3830;170;40;120
R3057;2710;240;20;80
R3058;920;240;50;120
R3059;940;250;20;120
R3060;1770;190;30;100
R3061;3980;60;40;80
R3062;2030;110;40;120
R3063;3690;0;40;100
R3064;3170;220;40;80
R3065;540;120;30;80
R3066;1600;0;50;120
R3067;1680;10;50;80
R3068;750;130;50;120
R3069;2550;70;20;120
R3070;1410;80;10;80
R3071;1400;170;20;120
R3072;1550;220;20;120
R3073;1320;250;30;80
R3074;1420;300;30;120
R3075;3540;160;10;80
R3076;3820;260;10;100
R3077;1040;250;10;100
R3078;1450;110;10;80
R3079;2310;150;20;100
R3080;3040;240;50;120
R3081;3800;300;50;80
R3082;910;220;40;120
R3083;2310;80;30;100
R3084;2920;80;50;80
R3085;3210;100;40;100
R3086;3760;210;20;120
R3087;800;80;10;80
R3088;3890;200;20;80
R3089;3330;290;50;100
R3090;3080;80;40;100
R3091;2010;200;10;100
R3092;1880;0;20;120
R3093;3560;90;30;120
R3094;3800;140;20;120
R3095;800;220;50;100
R3096;3590;70;30;120
R3097;3330;270;50;120
R3098;3010;90;40;80
R3099;2640;150;50;120
R3100;3200;190;30;120
R3101;3610;170;10;100
R3102;1170;260;50;120
R3103;2150;90;20;80
R3104;3170;150;20;100
R3105;2480;10;50;80
R3106;1570;90;50;120
R3107;1550;200;50;120
R3108;3200;10;10;100
R3109;2670;240;40;120
R3110;3120;40;30;80
R3111;2340;0;20;100
R3112;1710;0;10;80
R3113;2150;80;20;100
R3114;1810;0;30;100
R3115;1380;210;30;100
R3116;3450;30;20;100
R3117;2940;250;30;80
R3118;1630;40;40;80
R3119;1850;160;10;120
R3120;1200;150;10;80
R3121;1680;110;10;120
R3122;2260;290;50;120
R3123;3110;20;20;80
R3124;1500;90;50;120
R3125;1530;90;20;120
R3126;2040;160;40;120
R3127;3690;180;10;100
R3128;1600;40;40;80
R3129;2950;50;10;80
R3130;1130;10;10;120
R3131;3350;140;50;120
R3132;1100;120;20;80
R3133;740;50;40;80
R3134;890;70;20;100
R3135;2560;150;50;80
R3136;3120;10;10;80
R3137;2490;40;10;120
R3138;2350;50;20;100
R3139;2620;110;10;100
R3140;2730;300;40;120
R3141;2090;140;50;100
R3142;2760;210;50;120
R3143;1620;40;50;100
R3144;1630;260;30;120
R3145;3440;240;40;100
R3146;3550;0;10;80
R3147;2690;280;40;100
R3148;1790;300;40;80
R3149;3500;110;40;100
R3150;3330;240;20;80
R3151;2090;100;20;120
R3152;3850;90;30;120
R3153;830;120;20;100
R3154;2020;100;10;100
R3155;2980;20;20;100
R3156;2420;110;10;80
R3157;3540;50;40;100
R3158;2370;190;30;80
R3159;780;300;40;120
R3160;3110;120;50;100
R3161;930;80;40;100
R3162;2480;230;40;80
R3163;2200;100;10;100
R3164;3360;110;50;120
R3165;930;120;50;80
R3166;1360;270;30;100
R3167;2360;60;20;80
R3168;760;190;30;100
R3169;3790;290;40;80
R3170;1150;180;30;80
R3171;2030;130;50;120
R3172;3790;50;40;120
R3173;2100;290;30;80
R3174;1120;160;30;80
R3175;3650;260;50;100
R3176;640;150;10;120
R3177;1300;0;10;100
R3178;560;120;10;80
R3179;3510;250;30;120
R3180;3970;100;40;120
R3181;3950;60;50;120
R3182;2900;190;40;120
R3183;2330;250;10;120
R3184;1320;110;10;100
R3185;1940;140;40;100
R3186;1130;100;20;100
R3187;2000;80;40;100
R3188;1850;150;40;100
R3189;1480;180;20;100
R3190;3410;110;20;120
R3191;2450;240;40;120
R3192;3100;160;10;100
R3193;2220;190;10;120
R3194;2170;250;50;100
R3195;640;260;30;100
R3196;3800;60;10;120
R3197;840;260;10;80
R3198;1360;50;40;100
R3199;2720;90;30;120
R3200;3610;180;10;100
R3201;3500;230;50;120
R3202;1830;260;20;80
R3203;1540;10;10;100
R3204;1370;130;10;120
R3205;3170;250;50;80
R3206;1400;170;40;100
R3207;1160;120;30;100
R3208;850;70;50;120
R3209;1410;290;30;80
R3210;3370;60;20;80
R3211;2790;180;40;120
R3212;3210;150;30;100
R3213;990;140;50;120
R3214;1090;230;30;100
R3215;2730;250;50;80
R3216;3360;210;40;80
R3217;3040;290;40;80
R3218;2300;140;40;80
R3219;860;70;30;80
R3220;3150;60;20;80
R3221;2910;180;40;100
R3222;710;70;40;100
R3223;2050;130;50;120
R3224;3300;180;20;80
R3225;1020;180;40;100
R3226;1010;180;10;100
R3227;3270;50;30;80
R3228;2300;140;50;100
R3229;4000;300;40;100
R3230;1610;90;30;100
R3231;760;300;50;100
R3232;1230;90;20;100
R3233;3100;130;10;100
R3234;3650;140;50;80
R3235;870;70;20;120
R3236;810;200;40;120
R3237;3100;160;40;100
R3238;2120;0;30;80
R3239;3530;150;40;80
R3240;2500;230;50;100
R3241;3260;120;10;100
R3242;1860;280;50;80
R3243;3000;0;10;120
R3244;2520;300;10;100
R3245;630;60;10;80
R3246;2860;230;50;80
R3247;2590;40;30;80
R3248;2310;10;10;100
R3249;3090;230;10;80
R3250;2870;110;50;120
R3251;1700;70;40;120
R3252;2160;250;50;120
R3253;1200;270;20;100
R3254;2060;240;10;120
R3255;3950;160;40;80
R3256;1130;180;30;100
R3257;3470;230;30;120
R3258;3070;210;40;120
R3259;1670;300;40;120
R3260;1280;200;30;100
R3261;3830;150;10;100
R3262;2440;140;50;120
R3263;3820;290;10;80
R3264;2300;20;50;100
R3265;710;260;20;120
R3266;2030;210;30;80
R3267;3440;140;30;120
R3268;1980;80;50;120
R3269;3200;210;50;80
R3270;3360;300;50;100
R3271;1720;60;40;120
R3272;2720;120;30;120
R3273;620;190;20;80
R3274;860;290;10;80
R3275;580;280;20;80
R3276;1390;250;50;80
R3277;3540;170;20;120
R3278;3490;150;50;100
R3279;1080;10;10;120
R3280;3550;280;20;100
R3281;2890;50;20;100
R3282;1340;100;50;100
R3283;1380;220;50;120
R3284;3030;220;30;80
R3285;2730;60;10;100
R3286;670;50;40;80
R3287;2540;50;30;100
R3288;3170;190;10;80
R3289;3610;100;10;80
R3290;2030;110;20;120
R3291;3110;0;40;100
R3292;3440;240;40;80
R3293;1060;240;40;120
R3294;3070;180;40;80
R3295;1040;80;50;80
R3296;3470;130;20;120
R3297;1130;160;10;120
R3298;3870;60;40;120
R3299;1920;210;30;80
R3300;780;240;10;80
R3301;3780;190;40;80
R3302;3460;180;40;100
R3303;3730;220;40;80
R3304;1030;220;30;120
R3305;1070;290;20;120
R3306;2720;300;40;100
R3307;2580;160;40;80
R3308;2700;140;20;80
R3309;560;30;40;120
R3310;2790;10;10;80
R3311;2340;70;20;100
R3312;2700;10;30;100
R3313;500;100;50;100
R3314;2620;90;40;100
R3315;3230;60;10;100
R3316;1110;110;50;120
R3317;3450;130;40;120
R3318;1660;230;10;80
R3319;3590;50;50;80
R3320;2940;190;10;120
R3321;760;240;20;80
R3322;2550;120;30;80
R3323;1540;110;40;100
R3324;1540;300;20;80
R3325;2150;110;30;80
R3326;970;240;30;100
R3327;980;130;20;100
R3328;1450;30;50;100
R3329;1530;190;30;100
R3330;3310;150;40;100
R3331;860;100;40;100
